ticket_id,category,resolution_time_hours
1070,Feature Request,72.42763006425935
1071,Payment Problem,113.57817840272654
1072,Payment Problem,5000.0
1073,Login Issue,-50.0
1074,Payment Problem,48.127326444669094
1075,Bug Report,237.88350797498336
1076,Payment Problem,122.11581311830372
1077,Data Sync Issue,78.01646952044487
1078,Data Sync Issue,132.8387946440533
1079,Account Suspension,113.26031701855021
1080,Data Sync Issue,106.74182402800662
1081,Account Suspension,
1082,Data Sync Issue,165.45046260283831
1083,Bug Report,88.16993114336836
1084,Subscription Cancellation,85.45090556131919
1085,Account Suspension,103.49689817090136
1086,Performance Issue,5.0
1087,Feature Request,29.08853626808687
1088,Login Issue,202.01245604667147
1089,Data Sync Issue,218.69806281007703
1090,Payment Problem,105.0578376266173
1091,Subscription Cancellation,154.59341778334598
1092,Data Sync Issue,138.67500927261216
1093,Payment Problem,300.0
1094,Feature Request,187.1744946860746
1095,Feature Request,112.324944511154
1096,Feature Request,62.66757356397446
1097,Payment Problem,23.613220784545646
1098,Data Sync Issue,132.20781815203338
1099,Feature Request,74.6189552829418
1100,Bug Rep0rt,34.664777424139544
1101,Account Suspension,
1102,Payment Problem,55.1071197831363
1103,Payment Problem,221.2284981043539
1104,Data Sync Issue,172.89838541696702
1105,Payment Problem,
1106,Payment Problem,208.79664833340155
1107,Feature Request,124.64209845885709
1108,Data Sync Issue,68.32294792030419
1109,Feature Request,211.38744463617945
1110,Account Suspension,152.3346026210795
1111,Subscription Cancellation,57.76523074041262
1112,Account Suspension,108.57967931498351
1113,Subscription Cancellation,67.46290479691457
1114,Feature Request,999999.0
1115,Account Suspension,175.5706528518985
1116,Data Sync Issue,
1117,Login Issue,9999.0
1118,Feature Request,
1119,Subscription Cancellation,80.96144585269039
1120,Bug Report,90.77247697411823
1121,Subscription Cancellation,84.45636454566785
1122,Bug Report,68.16055381921103
1123,Payment Problem,122.91129767668961
1124,Account Suspension,70.14299301533774
1125,Bug Report,136.22740954679034
1126,Subscription Cancellation,999999.0
1127,Payment Problem,105.66311718801542
1128,Login Issue,65.54618027750413
1129,Data Sync Issue,85.39372016590004
1130,Data Sync Issue,165.32347354954535
1131,Data Sync Issue,150.05503125746284
1132,Bug Report,61.34668531208694
1133,Login Issue,125.95993832575355
1134,Bug Report,165.08322740230733
1135,Account Suspension,19.83568313271769
1136,Bug Report,
1137,Login Issue,80.2425744632492
1138,Login Issue,154.23592011558955
1139,Account Suspension,74.20445060744899
1140,Login Issue,
1141,Subscription Cancellation,22.347453727010247
1142,Login Issue,122.88509679968291
1143,Data Sync Issue,135.58335010328892
1144,Subscription Cancellation,
1145,Subscription Cancellation,158.31554752664243
1146,Account Suspension,20.308796263862405
1147,Performance Issue,116.035212081161
1148,Performance Issue,47.339028014252605
1149,Login Issue,80.88983353187045
1150,Subscription Cancellation,122.84392027898484
1151,Performance Issue,68.37519808296285
1152,Performance Issue,96.92666734621048
1153,Login Issue,180.37756855286642
1154,Performance Issue,999999.0
1155,Bug Report,
1156,Payment Problem,52.21758872054292
1157,Account Suspension,151.78825067491698
1158,Payment Problem,206.494117239474
1159,Login Issue,5.0
1160,Data Sync Issue,72.18628467177139
1161,Account Suspension,154.6243276308324
1162,Login Issue,107.81727683742044
1163,Subscription Cancellation,142.26875240227852
1164,Data Sync Issue,83.76088879705077
1165,Payment Problem,
1166,Login Issue,110.65936587647523
1167,Subscription Cancellation,190.06692369958844
1168,Account Suspension,135.26525059807278
1169,Account Suspension,140.25615972451214
1170,Feature Request,95.28738203265196
1171,Subscription Cancellation,90.7436265556504
1172,Bug Report,94.04650873082275
1173,Performance Issue,143.6671285426978
1174,Data Sync Issue,94.74093115078422
1175,Subscription Cancellation,
1176,Feature Request,244.52404791872632
1177,Performance Issue,172.26748220590156
1178,Performance Issue,100.43858806992954
1179,Login Issue,192.0728353298367
1180,Performance Issue,95.51547761870691
1181,Bug Report,5.0
1182,Account Suspension,59.514821344955756
1183,Feature Request,7.752484738448658
1184,Performance Issue,
1185,Login Issue,
1186,Bug Report,220.58623873651698
1187,Payment Problem,139.61564242584976
1188,Account Suspension,106.85396827146815
1189,Account Suspension,169.76433487100934
1190,Feature Request,999999.0
1191,Account Suspension,134.13687348651396
1192,Performance Issue,-50.0
1193,Login Issue,31.284825253209505
1194,Account Suspension,188.62524259241576
1195,Account Suspension,140.30978444966485
1196,Payment Problem,95.08272516595193
1197,Payment Problem,157.9669119663771
1198,Data Sync Issue,256.2415714682637
1199,Bug Report,130.9119753035097
1200,Performance Issue,
1201,Account Suspension,92.43834602758535
1202,Subscription Cancellation,69.0093378321125
1203,Account Suspension,169.82014899265474
1204,Login Issue,68.63497044546796
1205,Data Sync Issue,124.29397423316355
1206,Bug Report,91.34055319409299
1207,Subscription Cancellation,148.73878954478351
1208,Data Sync Issue,140.0197263172169
1209,Feature Request,182.25239665547394
1210,Bug Report,89.39901606871518
1211,Account Suspension,103.80750388239773
1212,Account Suspension,
1213,Bug Report,
1214,Account Suspension,142.63802958269113
1215,Performance Issue,165.41931699872111
1216,Bug Report,64.67008054934247
1217,Data Sync Issue,172.17635520633962
1218,Bug Report,201.33827152829707
1219,Subscription Cancellation,144.80609419342204
1220,Account Suspension,232.60774875348397
1221,Performance Issue,73.57264805378563
1222,Performance Issue,5000.0
1223,Feature Request,
1224,Data Sync Issue,209.76265868935099
1225,Payment Problem,
1226,Payment Problem,
1227,Bug Report,136.7981175791892
1228,Feature Request,52.47065716209741
1229,Login Issue,266.74511877700957
1230,Bug Report,127.75327091851365
1231,Feature Request,126.56368767629357
1232,Data Sync Issue,163.5459974339215
1233,Data Sync Issue,
1234,Data Sync Issu3,133.43304145674787
1235,Data Sync Issue,72.57153267328128
1236,Data Sync Issue,148.28810142815973
1237,Feature Request,232.921469788502
1238,Feature Request,
1239,Performance Issue,215.5911975983638
1240,Subscription Cancellation,89.32705941412888
1241,Payment Problem,60.62371078448515
1242,Account Suspension,112.45278479402111
1243,Data Sync Issue,123.34349473732168
1244,Login Issue,185.6514911082569
1245,Account Suspension,18.45212221711084
1246,Feature Request,211.77301916763682
1247,Login Issue,110.51952608526064
1248,Login Issue,94.38713580315479
1249,Login Issue,59.27373748438995
1250,Performance Issue,20.708599688053837
1251,Feature Request,
1252,Login Issue,124.39907803130423
1253,Data Sync Issue,42.60234601553677
1254,Bug Report,42.29527367618303
1255,Login Issue,99.85291804259231
1256,Performance Issue,220.14129151736358
1257,Account Suspension,104.42451891818371
1258,Feature Request,
1259,Subscription Cancellation,105.25541615484335
1260,Performance Issue,103.63658581513977
1261,Login Issue,
1262,Feature Request,116.74230800893127
1263,Bug Report,106.14392818747932
1264,Login Issue,
1265,Performance Issue,230.93736569672072
1266,Payment Problem,187.59390177286545
1267,Data Sync Issue,103.86667856671016
1268,Subscription Cancellation,53.60844547549978
1269,Account Suspension,274.40158819499163
1270,Performance Issue,123.5531060408693
1271,Feature Request,120.83575751477677
1272,Subscription Cancellation,118.5524947733998
1273,Subscription Cancellation,131.8850856460713
1274,Subscription Cancellation,111.33837528456345
1275,Login Issue,
1276,Data Sync Issue,87.18846352557648
1277,Login Issue,118.03480378704009
1278,Feature Request,87.3945137319741
1279,Login Issue,
1280,Payment Problem,126.38581366151381
1281,Data Sync Issue,9999.0
1282,Data Sync Issue,210.2395793149613
1283,Feature Request,5.0
1284,Account Suspension,185.4904111153477
1285,Payment Problem,194.76511154985775
1286,Performance Issue,5.0
1287,Login Issue,99.43874435517907
1288,Bug Report,97.7135480402525
1289,Login Issue,35.54929831693073
1290,Subscription Cancellation,73.33099874454749
1291,Login Issue,53.36544927205027
1292,Performance Issue,225.13622660541736
1293,Login Issue,176.14070358884766
1294,Payment Problem,196.29330569964952
1295,Payment Problem,
1296,Data Sync Issue,
1297,Feature Request,88.52878402321357
1298,Account Suspension,149.36247367367508
1299,Bug Report,46.67233146648327
1300,Subscription Cancellation,162.77990581034328
1301,Login Issue,
1302,Login Issue,999999.0
1303,Performance Issue,162.6575980922095
1304,Feature Request,146.6557986891624
1305,Payment Problem,98.3420300508552
1306,Bug Report,189.55978820185487
1307,Data Sync Issue,55.136200344006156
1308,Payment Problem,156.95613641665582
1309,Subscription Cancellation,155.58607547810303
1310,Feature Request,101.42721364116059
1311,Subscription Cancellation,139.56798133452708
1312,Account Suspension,44.93318541688183
1313,Data Sync Issue,5000.0
1314,Account Suspension,108.90587181342066
1315,Performance Issue,88.63661876885763
1316,Subscription Cancellation,182.94055355021337
1317,Performance Issue,77.73937856743444
1318,Login Issue,35.492322218186416
1319,Account Suspension,26.60224958856577
1320,Feature Request,156.3605970807384
1321,Subscription Cancellation,43.17423885022302
1322,Bug Report,5000.0
1323,Data Sync Issue,5.0
1324,Payment Problem,221.7873820974023
1325,Feature Request,132.6610480321571
1326,Feature Request,114.19721328777646
1327,Performance Issue,87.30485479146301
1328,Account Suspension,143.94816686112426
1329,Subscription Cancellation,117.7419178545091
1330,Subscription Cancellation,186.1981129209913
1331,Login Issue,126.85365891972238
1332,Login Issue,-50.0
1333,Data Sync Issue,
1334,Performance Issue,116.58326257673595
1335,Feature Request,138.46810613352355
1336,Subscription Cancellation,17.38989644060247
1337,Bug Report,39.108874673657226
1338,Performance Issue,164.5958456413629
1339,Data Sync Issue,130.2519262876765
1340,Data Sync Issue,108.96099981883926
1341,Performance Issue,121.10603598392359
1342,Data Sync Issue,140.85490232170025
1343,Performance Issue,87.61441918143831
1344,Payment Problem,73.30171647586124
1345,Performance Issue,131.7507153058609
1346,Account Suspension,
1347,Performance Issue,144.49516534286832
1348,Data Sync Issue,17.84498374572958
1349,Subscription Cancellation,181.74933823953862
1350,Account Suspension,148.35584894478257
1351,Data Sync Issue,
1352,Login Issue,178.96145903673084
1353,Login Issue,219.9284666677546
1354,Subscription Cancellation,180.8622039010878
1355,Subscription Cancellation,9.547546120101288
1356,Account Suspension,43.2253819958579
1357,Payment Problem,82.51088533825927
1358,Subscription Cancellation,121.56546301265003
1359,Login Issue,151.0595412281474
1360,Performance Issue,76.45537121079207
1361,Data Sync Issue,131.2060058686247
1362,Login Issue,74.67702405880064
1363,Login Issue,83.30893182048311
1364,Payment Problem,35.60033418910666
1365,Account Suspension,64.60600523334574
1366,Account Suspension,38.898923663019985
1367,Feature Request,61.44760482136004
1368,Payment Problem,183.21850779647036
1369,Performance Issue,
1370,Account Suspension,277.94292389024343
1371,Data Sync Issue,149.59907405285335
1372,Subscription Cancellation,131.09016742169243
1373,Payment Problem,68.49853318912719
1374,Subscription Cancellation,162.01859276453948
1375,Login Issue,85.46173042573356
1376,Data Sync Issue,9999.0
1377,Data Sync Issue,273.6050722961277
1378,Login Issue,114.236406016521
1379,Payment Problem,188.95639957714053
1380,Login Issue,77.80941449244676
1381,Subscription Cancellation,117.90069057018229
1382,Feature Request,226.2480381381306
1383,Data Sync Issue,82.38197653273396
1384,Bug Report,228.7469134798157
1385,Bug Report,162.46511612732854
1386,Subscription Cancellation,
1387,Performance Issue,157.94446434333125
1388,Account Suspension,178.3532669776038
1389,Login Issue,157.30859773303177
1390,Login Issue,25.78651680657262
1391,Performance Issue,76.37176945050788
1392,Performance Issue,105.14888186690972
1393,Subscription Cancellation,115.53399425399722
1394,Subscription Cancellation,157.24032585304067
1395,Performance Issue,130.66206005599523
1396,Data Sync Issue,39.87933847739393
1397,Subscription Cancellation,
1398,Feature Request,156.6351447170294
1399,Subscription Cancellation,153.58742687586238
1400,Login Issue,184.8468435332773
1401,Subscription Cancellation,170.03532927293423
1402,Data Sync Issue,147.5508047537062
1403,Performance Issue,115.79005731248118
1404,Login Issue,20.342343989040515
1405,Subscription Cancellation,145.77709314795516
1406,Data Sync Issue,132.46126122978666
1407,Feature Request,136.2947302317224
1408,Subscription Cancellation,43.39508545078144
1409,Data Sync Issue,
1410,Feature Request,183.18917119997423
1411,Performance Issue,117.6266907686007
1412,Subscription Cancellation,160.89004184235745
1413,Feature Request,121.69910256782767
1414,Login Issue,121.78536836974472
1415,Performance Issue,176.29702835855986
1416,Login Issue,
1417,Bug Report,125.767246616459
1418,Payment Problem,
1419,Subscription Cancellation,93.93022635406106
1420,Feature Request,101.44967259188164
1421,Payment Problem,133.32802629802276
1422,Payment Problem,91.27508270019136
1423,Feature Request,195.34536753441125
1424,Performance Issue,66.32356186682976
1425,Subscription Cancellation,108.78770135031846
1426,Bug Report,93.61613650354951
1427,Login Issue,
1428,Data Sync Issue,131.7932865906945
1429,Login Issue,181.9106723681181
1430,Data Sync Issue,30.86637761778168
1431,Login Issue,136.02301595215553
1432,Feature Request,-50.0
1433,Bug Report,124.93703935652545
1434,Subscription Cancellation,
1435,Data Sync Issue,88.96269299397767
1436,Subscription Cancellation,204.56084641113478
1437,Subscription Cancellation,
1438,Subscription Cancellation,5000.0
1439,Account Suspension,
1440,Performance Issue,207.20306862706207
1441,Login Issue,214.77432874384274
1442,Subscription Cancellation,88.62839837080391
1443,Login Issue,94.78879097424857
1444,Subscription Cancellation,103.09292346836956
1445,Data Sync Issue,39.33296933794338
1446,Performance Issue,
1447,Performance Issue,59.75155399487593
1448,Feature Request,73.9321460937523
1449,Account Suspension,117.91890675679313
1450,Feature Request,134.05288395219125
1451,Feature Request,213.0300295688446
1452,Feature Request,60.09875755567254
1453,Feature Request,
1454,Feature Request,107.16066934646946
1455,Bug Report,117.03217742085403
1456,Performance Issue,
1457,Feature Request,52.63667870626209
1458,Subscription Cancellation,142.94458477104303
1459,Performance Issue,129.98713249278336
1460,Performance Issue,149.54707584048896
1461,Payment Problem,
1462,Bug Report,267.31800839465365
1463,Feature Request,81.73560094492105
1464,Login Issue,
1465,Data Sync Issue,
1466,Account Suspension,86.67137285038473
1467,Subscription Cancellation,81.75677236160894
1468,Login Issue,191.34099186645312
1469,Bug Report,205.23025487939128
1470,Data Sync Issue,85.75522237503142
1471,Bug Report,70.05866561374629
1472,Subscription Cancellation,148.28493338318424
1473,Performance Issue,86.86661734314173
1474,Data Sync Issue,157.97590906533065
1475,Performance Issue,132.175381251078
1476,Subscription Cancellation,29.055353100166087
1477,Login Issue,212.8503120798037
1478,Subscription Cancellation,5000.0
1479,Login Issue,83.23267857093683
1480,Data Sync Issue,96.73790640384095
1481,Data Sync Issue,137.1519234434943
1482,Feature Request,140.0674073992215
1483,Bug Report,159.51265636036982
1484,Feature Request,240.612272325981
1485,Bug Report,
1486,Feature Request,5000.0
1487,Performance Issue,37.240846319128366
1488,Data Sync Issue,76.14419760348486
1489,Login Issue,118.01238162757217
1490,Bug Report,227.67347181106726
1491,Subscription Cancellation,88.94332205782972
1492,Bug Rep0rt,133.42727709833392
1493,Login Issue,119.01462623563488
1494,Feature Request,
1495,Bug Report,271.6159455524173
1496,Account Suspension,88.14787362478076
1497,Performance Issue,90.63363344890666
1498,Data Sync Issue,
1499,Login Issue,160.91348937757868
1500,Data Sync Issue,230.802439544162
1501,Account Suspension,155.03569111955784
1502,Bug Report,98.44247455277643
1503,Bug Report,155.43928984153857
1504,Subscription Cancellation,186.52221483497448
1505,Account Suspension,169.22893087184184
1506,Login Issue,150.43644186643786
1507,Subscription Cancellation,184.00048137534924
1508,Performance Issue,190.15773542674037
1509,Subscription Cancellation,
1510,Payment Problem,
1511,Login Issue,109.97291518098874
1512,Payment Problem,
1513,Account Suspension,
1514,Feature Request,70.98385974076584
1515,Payment Problem,142.12039853237408
1516,Performance Issue,96.39967126035836
1517,Subscription Cancellation,121.72468937608905
1518,Feature Request,196.70711175643794
1519,Subscription Cancellation,131.4659440811942
1520,Payment Problem,122.78619288936893
1521,Subscription Cancellation,
1522,Account Suspension,164.77521396163326
1523,Feature Request,
1524,Account Suspension,249.79528339832763
1525,Payment Problem,101.53330590281995
1526,Account Suspension,133.14901965983634
1527,Performance Issue,134.9630210226453
1528,Payment Problem,-50.0
1529,Payment Problem,114.28226805678287
1530,Payment Problem,136.74129154622034
1531,Login Issue,156.47379058299236
1532,Subscription Cancellation,9999.0
1533,Login Issue,93.2139831269683
1534,Login Issue,131.64539957389846
1535,Performance Issue,184.41790499158634
1536,Feature Request,58.40908203533638
1537,Subscription Cancellation,127.97818044881257
1538,Account Suspension,77.99275110364961
1539,Bug Report,191.70279773549055
1540,Payment Problem,28.608785712973514
1541,Account Suspension,86.46468916370469
1542,Payment Problem,
1543,Performance Issue,213.93144175406042
1544,Payment Problem,
1545,Login Issue,86.6880283984081
1546,Subscription Cancellation,
1547,Bug Report,33.11916597502535
1548,Data Sync Issue,5.0
1549,Payment Problem,
1550,Account Suspension,89.87674653884334
1551,Login Issue,58.726030972157204
1552,Data Sync Issue,162.5013868379612
1553,Bug Report,134.62804282627192
1554,Data Sync Issue,86.1552821557963
1555,Login Issue,43.18173607974633
1556,Subscription Cancellation,
1557,Subscription Cancellation,
1558,Feature Request,114.04944817323702
1559,Subscription Cancellation,230.79821976285996
1560,Feature Request,55.79491402043085
1561,Data Sync Issue,28.468489744515665
1562,Performance Issue,78.48551580712532
1563,Account Suspension,117.26483901867013
1564,Account Suspension,
1565,Data Sync Issue,105.5258365286202
1566,Payment Problem,141.1233237908578
1567,Payment Problem,44.907634548573355
1568,Subscription Cancellation,206.62587624439556
1569,Account Suspension,115.07092929644587
1570,Account Suspension,187.03774989528767
1571,Feature Request,140.56352078266224
1572,Performance Issue,
1573,Login Issue,154.18603681393222
1574,Payment Problem,146.8625136010389
1575,Account Suspension,
1576,Feature Request,199.74915180794588
1577,Bug Report,131.7912701820882
1578,Feature Request,162.54022545531075
1579,Payment Problem,114.6158583427664
1580,Payment Problem,
1581,Feature Request,79.41646187644382
1582,Login Issue,228.05642597464893
1583,Data Sync Issue,117.59052296133939
1584,Payment Problem,34.15349387291711
1585,Feature Request,127.68626489464735
1586,Account Suspension,79.13690055150715
1587,Feature Request,170.43861293932343
1588,Performance Issue,80.84256124185654
1589,Data Sync Issue,93.22899400711322
1590,Bug Report,6.627556143268137
1591,Login Issue,92.8616208450554
1592,Subscription Cancellation,5.0
1593,Bug Report,24.965830590856598
1594,Data Sync Issue,165.62487936865784
1595,Data Sync Issue,167.14800951904994
1596,Data Sync Issue,145.5274537070979
1597,Bug Report,999999.0
1598,Account Suspension,117.13731863148121
1599,Data Sync Issue,-50.0
1600,Feature Request,50.49811864844743
1601,Bug Report,210.20389810602904
1602,Subscription Cancellation,172.6417374345403
1603,Data Sync Issue,5000.0
1604,Feature Request,121.61315033967185
1605,Account Suspension,132.50296847685314
1606,Performance Issue,5.0
1607,Account Suspension,105.16935704876418
1608,Subscription Cancellation,79.08094512013209
1609,Data Sync Issue,59.90279940630507
1610,Subscription Cancellation,103.1339824268427
1611,Bug Report,227.86119161097136
1612,Payment Problem,
1613,Data Sync Issue,85.7292606130322
1614,Payment Problem,154.3549668813695
1615,Feature Request,203.96132619516013
1616,Performance Issue,
1617,Login Issue,123.57782219521044
1618,Subscription Cancellation,81.18379333766556
1619,Account Suspension,161.8933988168154
1620,Performance Issue,143.60912312530496
1621,Data Sync Issu3,173.71159320166393
1622,Payment Problem,158.11030810091816
1623,Account Suspension,182.9731629191601
1624,Payment Problem,-50.0
1625,Bug Report,199.04364393805955
1626,Payment Problem,131.85597628154397
1627,Bug Report,5000.0
1628,Feature Request,
1629,Account Suspension,224.15782818991497
1630,Account Suspension,131.87464700775888
1631,Login Issue,80.9149197831331
1632,Data Sync Issue,
1633,Bug Report,
1634,Login Issue,999999.0
1635,Payment Problem,151.37012928212997
1636,Payment Problem,
1637,Login Issue,118.53872446434103
1638,Account Suspension,999999.0
1639,Payment Problem,223.65259020604267
1640,Subscription Cancellation,146.17942018044192
1641,Feature Request,
1642,Feature Request,127.20187960309568
1643,Subscription Cancellation,156.811078363825
1644,Login Issue,58.63244608809567
1645,Subscription Cancellation,104.5574077545993
1646,Bug Report,19.884955567344633
1647,Bug Report,143.95338735631677
1648,Login Issue,158.83175638216446
1649,Subscription Cancellation,91.00881226203757
1650,Bug Report,214.43920579740197
1651,Account Suspension,46.45406021985953
1652,Subscription Cancellation,32.13750718741079
1653,Account Suspension,133.46710911359833
1654,Bug Report,182.82589815672927
1655,Feature Request,221.0356614874721
1656,Bug Report,92.46694422786359
1657,Account Suspension,184.72085000587774
1658,Performance Issue,117.68949182995756
1659,Data Sync Issue,109.64236200355083
1660,Payment Problem,173.01959624920033
1661,Subscription Cancellation,159.13937270480517
1662,Performance Issue,25.41647058094503
1663,Bug Report,
1664,Feature Request,202.8054812488471
1665,Login Issue,82.46623790942823
1666,Bug Report,143.74821200624456
1667,Feature Request,149.64181117696432
1668,Data Sync Issue,135.64042594943442
1669,Bug Report,86.98169076927479
1670,Account Suspension,79.70259792371691
1671,Login Issue,118.46675574051328
1672,Feature Request,190.36374115556188
1673,Feature Request,152.61600927566593
1674,Feature Request,97.76314007483364
1675,Data Sync Issue,166.3019226389007
1676,Bug Report,5.0
1677,Data Sync Issue,188.9259420223262
1678,Subscription Cancellation,15.617173273314023
1679,Payment Problem,98.25354351581207
1680,Payment Problem,52.81980632243136
1681,Subscription Cancellation,42.31911145674566
1682,Bug Report,
1683,Account Suspension,91.93792792128652
1684,Data Sync Issu3,140.79023290384293
1685,Login Issue,9999.0
1686,Feature Request,148.62244963338728
1687,Feature Request,124.60931346361532
1688,Bug Report,43.02046654868582
1689,Account Suspension,179.7760091668284
1690,Payment Problem,90.37460501032125
1691,Payment Problem,26.605086080414935
1692,Feature Request,94.31309034204526
1693,Bug Report,210.04558743805865
1694,Data Sync Issue,171.01330452680958
1695,Payment Problem,99.08087193552845
1696,Data Sync Issue,99.04453774089427
1697,Account Suspension,100.70189692695705
1698,Payment Problem,244.60487901365045
1699,Payment Problem,142.9161271338932
1700,Performance Issue,145.80249883146416
1701,Payment Problem,181.81700724191052
1702,Subscription Cancellation,134.32734954159082
1703,Login Issue,5000.0
1704,Subscription Cancellation,108.2190090549013
1705,Bug Report,115.70392443515617
1706,Bug Report,117.7666658094095
1707,Data Sync Issue,163.6577726182188
1708,Subscription Cancellation,123.11675314843797
1709,Subscription Cancellation,163.95840463293476
1710,Subscription Cancellation,115.15700519348506
1711,Account Suspension,124.71811141896544
1712,Payment Problem,5.0
1713,Login Issue,174.9796604821489
1714,Data Sync Issue,140.78930855387955
1715,Subscription Cancellation,179.88060659157912
1716,Subscription Cancellation,5.0
1717,Performance Issue,245.30248228684366
1718,Data Sync Issue,9999.0
1719,Subscription Cancellation,186.49096900425099
1720,Data Sync Issue,
1721,Payment Problem,156.76643430375418
1722,Performance Issue,56.79506620958063
1723,Data Sync Issue,82.57386235825169
1724,Login Issue,234.84188123200715
1725,Login Issue,
1726,Bug Report,133.04597239078336
1727,Performance Issue,172.20406384132525
1728,Performance Issue,149.7409132783563
1729,Bug Report,129.02513430861458
1730,Data Sync Issue,141.8976601479735
1731,Performance Issue,
1732,Login Issue,116.54287217798488
1733,Login Issue,132.06594280289806
1734,Subscription Cancellation,183.03926376045672
1735,Payment Problem,186.331555977479
1736,Performance Issue,191.22181833362282
1737,Data Sync Issue,158.32381332175106
1738,Bug Report,51.419705236170984
1739,Bug Report,218.00589193806576
1740,Data Sync Issue,51.21927641887872
1741,Account Suspension,138.158127914342
1742,Feature Request,74.74344899883852
1743,Payment Problem,
1744,Bug Report,139.72574461820884
1745,Performance Issue,139.2814329270164
1746,Payment Problem,145.3152452541171
1747,Performance Issue,216.82267614351883
1748,Account Suspension,
1749,Login Issue,105.35060188256108
1750,Payment Problem,177.84523009730145
1751,Subscription Cancellation,191.36822933547842
1752,Bug Report,46.34353109178045
1753,Payment Problem,155.84400419099148
1754,Payment Problem,162.0703645386539
1755,Payment Problem,102.14618979840048
1756,Feature Request,202.54240879869718
1757,Payment Problem,110.9966647780484
1758,Performance Issue,127.53458720829254
1759,Login Issue,
1760,Account Suspension,120.93474285488806
1761,Data Sync Issue,
1762,Payment Problem,33.59694704434234
1763,Bug Report,215.67030379349833
1764,Payment Problem,
1765,Bug Report,60.51645903262157
1766,Performance Issue,
1767,Bug Report,81.66229513862987
1768,Subscription Cancellation,40.6146123955501
1769,Data Sync Issue,
1770,Login Issue,180.58902536055805
1771,Bug Report,78.71097928933656
1772,Bug Report,255.14614832065854
1773,Login Issue,
1774,Data Sync Issue,100.51011698948265
1775,Payment Problem,5.0
1776,Bug Report,257.4565543554445
1777,Login Issue,
1778,Subscription Cancellation,
1779,Subscription Cancellation,181.35422592057841
1780,Performance Issue,266.38514438035634
1781,Login Issue,203.0563691106311
1782,Performance Issue,153.83454720314157
1783,Subscription Cancellation,155.68526049991715
1784,Data Sync Issue,171.20493352681848
1785,Payment Problem,165.53571538720593
1786,Login Issue,136.87148543816255
1787,Account Suspension,126.25206623711256
1788,Subscription Cancellation,116.24441232602865
1789,Subscription Cancellation,74.76212466799942
1790,Account Suspension,103.15949538799356
1791,Feature Request,18.422591148276865
1792,Subscription Cancellation,114.09962239231501
1793,Bug Report,60.68453357094495
1794,Data Sync Issue,53.78464096705375
1795,Login Issue,130.7936490692087
1796,Account Suspension,203.52013718067596
1797,Bug Report,175.09899636013878
1798,Account Suspension,25.76996378260938
1799,Login Issue,60.622311805779745
1800,Performance Issue,176.44627127929294
1801,Login Issue,
1802,Feature Request,106.52201100017852
1803,Login Issue,153.00312594147312
1804,Login Issue,61.89933270818188
1805,Feature Request,126.3225303687576
1806,Data Sync Issue,39.958470304907735
1807,Subscription Cancellation,83.91794136292718
1808,Login Issue,139.18691604855223
1809,Feature Request,24.42037598809985
